CIDADE,QTD,NM_MUNICIPIO,QT_VOTOS,SCORE_OPORTUNIDADE,SCORE_DENTISTAS,SCORE_VOTOS_PL,SCORE_ROI,SCORE_FINAL,TIER,EXPLICACAO,CIDADE_NORM,mesorregiao-nome_x,regiao-intermediaria-nome,DELEGACIA_CRO,mesorregiao-nome_y,microrregiao-nome
BOA ESPERANÇA,205.0,BOA ESPERANÇA,24351,2495.9775,9.09,9.0,10.0,9.29,A,"Dentistas: 205 → score 9.09 | Votos PL/Nikolas: 24,351 → score 9.0 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BOA ESPERANÇA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
SANTOS DUMONT,166.0,SANTOS DUMONT,30060,2494.98,8.93,9.21,10.0,9.3,A,"Dentistas: 166 → score 8.93 | Votos PL/Nikolas: 30,060 → score 9.21 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTOS DUMONT,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
CAPELINHA,226.0,CAPELINHA,21653,2446.789,9.19,8.89,10.0,9.29,A,"Dentistas: 226 → score 9.19 | Votos PL/Nikolas: 21,653 → score 8.89 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CAPELINHA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Capelinha
OURO BRANCO,185.0,OURO BRANCO,25576,2365.78,8.97,9.03,10.0,9.25,A,"Dentistas: 185 → score 8.97 | Votos PL/Nikolas: 25,576 → score 9.03 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",OURO BRANCO,Metropolitana de Belo Horizonte,Barbacena,Juiz de Fora,Metropolitana de Belo Horizonte,Conselheiro Lafaiete
ARCOS,176.0,ARCOS,26026,2290.288,8.96,9.06,10.0,9.26,A,"Dentistas: 176 → score 8.96 | Votos PL/Nikolas: 26,026 → score 9.06 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ARCOS,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Formiga
MACHADO,193.0,MACHADO,23678,2284.927,9.03,8.94,10.0,9.24,A,"Dentistas: 193 → score 9.03 | Votos PL/Nikolas: 23,678 → score 8.94 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MACHADO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Alfenas
ESMERALDAS,108.0,ESMERALDAS,41224,2226.096,8.36,9.39,10.0,9.13,A,"Dentistas: 108 → score 8.36 | Votos PL/Nikolas: 41,224 → score 9.39 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ESMERALDAS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
SANTA RITA DO SAPUCAÍ,175.0,SANTA RITA DO SAPUCAÍ,24950,2183.125,8.95,9.01,10.0,9.23,A,"Dentistas: 175 → score 8.95 | Votos PL/Nikolas: 24,950 → score 9.01 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTA RITA DO SAPUCAÍ,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
ALMENARA,186.0,ALMENARA,21984,2044.512,8.99,8.9,10.0,9.21,A,"Dentistas: 186 → score 8.99 | Votos PL/Nikolas: 21,984 → score 8.9 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ALMENARA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
VISCONDE DO RIO BRANCO,167.0,VISCONDE DO RIO BRANCO,24333,2031.8055,8.94,8.99,10.0,9.22,A,"Dentistas: 167 → score 8.94 | Votos PL/Nikolas: 24,333 → score 8.99 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",VISCONDE DO RIO BRANCO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
CAETÉ,150.0,CAETÉ,26922,2019.15,8.8,9.09,10.0,9.2,A,"Dentistas: 150 → score 8.8 | Votos PL/Nikolas: 26,922 → score 9.09 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CAETÉ,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
CARMO DO PARANAÍBA,235.0,CARMO DO PARANAÍBA,16760,1969.3,9.22,8.55,10.0,9.18,A,"Dentistas: 235 → score 9.22 | Votos PL/Nikolas: 16,760 → score 8.55 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CARMO DO PARANAÍBA,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
PORTEIRINHA,164.0,PORTEIRINHA,23896,1959.472,8.92,8.95,10.0,9.2,A,"Dentistas: 164 → score 8.92 | Votos PL/Nikolas: 23,896 → score 8.95 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PORTEIRINHA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Janaúba
TAIOBEIRAS,194.0,TAIOBEIRAS,19858,1926.226,9.04,8.82,10.0,9.2,A,"Dentistas: 194 → score 9.04 | Votos PL/Nikolas: 19,858 → score 8.82 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",TAIOBEIRAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
SANTANA DO PARAÍSO,213.0,SANTANA DO PARAÍSO,18000,1917.0,9.12,8.63,10.0,9.17,A,"Dentistas: 213 → score 9.12 | Votos PL/Nikolas: 18,000 → score 8.63 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTANA DO PARAÍSO,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Ipatinga
PIUMHI,192.0,PIUMHI,19453,1867.488,9.02,8.77,10.0,9.18,A,"Dentistas: 192 → score 9.02 | Votos PL/Nikolas: 19,453 → score 8.77 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PIUMHI,Oeste de Minas,Varginha,Alfenas,Oeste de Minas,Piuí
ANDRADAS,155.0,ANDRADAS,23627,1831.0925,8.84,8.93,10.0,9.16,A,"Dentistas: 155 → score 8.84 | Votos PL/Nikolas: 23,627 → score 8.93 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ANDRADAS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Poços de Caldas
GUANHÃES,209.0,GUANHÃES,17418,1820.181,9.1,8.61,10.0,9.15,A,"Dentistas: 209 → score 9.1 | Votos PL/Nikolas: 17,418 → score 8.61 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",GUANHÃES,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
SÃO FRANCISCO,127.0,SÃO FRANCISCO,28405,1803.7175,8.6,9.15,10.0,9.14,A,"Dentistas: 127 → score 8.6 | Votos PL/Nikolas: 28,405 → score 9.15 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO FRANCISCO,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Januária
SALINAS,144.0,SALINAS,24045,1731.2400000000002,8.76,8.96,10.0,9.14,A,"Dentistas: 144 → score 8.76 | Votos PL/Nikolas: 24,045 → score 8.96 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SALINAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
IGARAPÉ,136.0,IGARAPÉ,25239,1716.252,8.67,9.02,10.0,9.12,A,"Dentistas: 136 → score 8.67 | Votos PL/Nikolas: 25,239 → score 9.02 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",IGARAPÉ,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
ALÉM PARAÍBA,158.0,ALÉM PARAÍBA,21460,1695.34,8.88,8.88,10.0,9.16,A,"Dentistas: 158 → score 8.88 | Votos PL/Nikolas: 21,460 → score 8.88 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ALÉM PARAÍBA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
SANTA BÁRBARA,161.0,SANTA BÁRBARA,19210,1546.405,8.9,8.73,10.0,9.12,A,"Dentistas: 161 → score 8.9 | Votos PL/Nikolas: 19,210 → score 8.73 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTA BÁRBARA,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Itabira
NANUQUE,146.0,NANUQUE,20557,1500.6609999999998,8.78,8.84,10.0,9.11,A,"Dentistas: 146 → score 8.78 | Votos PL/Nikolas: 20,557 → score 8.84 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",NANUQUE,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Nanuque
SÃO GOTARDO,141.0,SÃO GOTARDO,21212,1495.446,8.73,8.87,10.0,9.1,A,"Dentistas: 141 → score 8.73 | Votos PL/Nikolas: 21,212 → score 8.87 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO GOTARDO,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
CARANGOLA,156.0,CARANGOLA,18892,1473.576,8.86,8.7,10.0,9.09,A,"Dentistas: 156 → score 8.86 | Votos PL/Nikolas: 18,892 → score 8.7 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CARANGOLA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
ARAÇUAÍ,153.0,ARAÇUAÍ,18930,1448.145,8.83,8.71,10.0,9.08,A,"Dentistas: 153 → score 8.83 | Votos PL/Nikolas: 18,930 → score 8.71 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ARAÇUAÍ,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Araçuaí
MATOZINHOS,116.0,MATOZINHOS,24109,1398.322,8.47,8.97,10.0,9.03,A,"Dentistas: 116 → score 8.47 | Votos PL/Nikolas: 24,109 → score 8.97 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MATOZINHOS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
PITANGUI,157.0,PITANGUI,17394,1365.429,8.87,8.6,10.0,9.06,A,"Dentistas: 157 → score 8.87 | Votos PL/Nikolas: 17,394 → score 8.6 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PITANGUI,Metropolitana de Belo Horizonte,Divinópolis,Divinópolis,Metropolitana de Belo Horizonte,Pará de Minas
BARÃO DE COCAIS,138.0,BARÃO DE COCAIS,19767,1363.923,8.7,8.81,10.0,9.06,A,"Dentistas: 138 → score 8.7 | Votos PL/Nikolas: 19,767 → score 8.81 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BARÃO DE COCAIS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Itabira
VÁRZEA DA PALMA,138.0,VÁRZEA DA PALMA,19740,1362.06,8.7,8.8,10.0,9.06,A,"Dentistas: 138 → score 8.7 | Votos PL/Nikolas: 19,740 → score 8.8 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",VÁRZEA DA PALMA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Pirapora
SARZEDO,131.0,SARZEDO,20516,1343.7979999999998,8.64,8.83,10.0,9.05,A,"Dentistas: 131 → score 8.64 | Votos PL/Nikolas: 20,516 → score 8.83 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SARZEDO,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
CAMBUÍ,153.0,CAMBUÍ,16763,1282.3695,8.83,8.56,10.0,9.03,A,"Dentistas: 153 → score 8.83 | Votos PL/Nikolas: 16,763 → score 8.56 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CAMBUÍ,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Pouso Alegre
ITAMARANDIBA,132.0,ITAMARANDIBA,19260,1271.16,8.66,8.75,10.0,9.03,A,"Dentistas: 132 → score 8.66 | Votos PL/Nikolas: 19,260 → score 8.75 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ITAMARANDIBA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Capelinha
COROMANDEL,136.0,COROMANDEL,18439,1253.852,8.67,8.68,10.0,9.01,A,"Dentistas: 136 → score 8.67 | Votos PL/Nikolas: 18,439 → score 8.68 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",COROMANDEL,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patrocínio
BRASÍLIA DE MINAS,125.0,BRASÍLIA DE MINAS,19496,1218.5,8.56,8.79,10.0,9.0,A,"Dentistas: 125 → score 8.56 | Votos PL/Nikolas: 19,496 → score 8.79 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BRASÍLIA DE MINAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
SANTO ANTÔNIO DO MONTE,151.0,SANTO ANTÔNIO DO MONTE,16122,1217.211,8.81,8.49,10.0,9.0,A,"Dentistas: 151 → score 8.81 | Votos PL/Nikolas: 16,122 → score 8.49 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTO ANTÔNIO DO MONTE,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Divinópolis
MANTENA,161.0,MANTENA,14827,1193.5735,8.9,8.31,10.0,8.97,A,"Dentistas: 161 → score 8.9 | Votos PL/Nikolas: 14,827 → score 8.31 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MANTENA,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Mantena
POMPÉU,129.0,POMPÉU,18467,1191.1215,8.63,8.69,10.0,8.99,A,"Dentistas: 129 → score 8.63 | Votos PL/Nikolas: 18,467 → score 8.69 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",POMPÉU,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Três Marias
CLÁUDIO,124.0,CLÁUDIO,17892,1109.304,8.53,8.62,10.0,8.93,A,"Dentistas: 124 → score 8.53 | Votos PL/Nikolas: 17,892 → score 8.62 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CLÁUDIO,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Divinópolis
SACRAMENTO,141.0,SACRAMENTO,15414,1086.687,8.73,8.4,10.0,8.93,A,"Dentistas: 141 → score 8.73 | Votos PL/Nikolas: 15,414 → score 8.4 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SACRAMENTO,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
OURO FINO,111.0,OURO FINO,19320,1072.26,8.4,8.76,10.0,8.93,A,"Dentistas: 111 → score 8.4 | Votos PL/Nikolas: 19,320 → score 8.76 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",OURO FINO,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Poços de Caldas
MATEUS LEME,101.0,MATEUS LEME,21191,1070.1455,8.25,8.86,10.0,8.9,A,"Dentistas: 101 → score 8.25 | Votos PL/Nikolas: 21,191 → score 8.86 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MATEUS LEME,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
MUTUM,126.0,MUTUM,16484,1038.4920000000002,8.57,8.54,10.0,8.92,A,"Dentistas: 126 → score 8.57 | Votos PL/Nikolas: 16,484 → score 8.54 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MUTUM,Vale do Rio Doce,Juíz de Fora,Juiz de Fora,Vale do Rio Doce,Aimorés
INHAPIM,138.0,INHAPIM,14938,1030.722,8.7,8.34,10.0,8.9,A,"Dentistas: 138 → score 8.7 | Votos PL/Nikolas: 14,938 → score 8.34 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",INHAPIM,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
TRÊS MARIAS,111.0,TRÊS MARIAS,18166,1008.213,8.4,8.64,10.0,8.88,A,"Dentistas: 111 → score 8.4 | Votos PL/Nikolas: 18,166 → score 8.64 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",TRÊS MARIAS,Central Mineira,Belo Horizonte,BH — Sede,Central Mineira,Três Marias
CAMPOS GERAIS,128.0,CAMPOS GERAIS,15654,1001.856,8.62,8.43,10.0,8.9,A,"Dentistas: 128 → score 8.62 | Votos PL/Nikolas: 15,654 → score 8.43 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CAMPOS GERAIS,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
CARMO DO CAJURU,127.0,CARMO DO CAJURU,15400,977.9,8.6,8.38,10.0,8.87,A,"Dentistas: 127 → score 8.6 | Votos PL/Nikolas: 15,400 → score 8.38 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CARMO DO CAJURU,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Divinópolis
PRATA,117.0,PRATA,16178,946.413,8.5,8.5,10.0,8.88,A,"Dentistas: 117 → score 8.5 | Votos PL/Nikolas: 16,178 → score 8.5 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PRATA,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Uberlândia
JUATUBA,101.0,JUATUBA,18273,922.7865,8.25,8.67,10.0,8.83,A,"Dentistas: 101 → score 8.25 | Votos PL/Nikolas: 18,273 → score 8.67 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",JUATUBA,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
BARROSO,124.0,BARROSO,14011,868.6819999999999,8.53,8.17,10.0,8.77,A,"Dentistas: 124 → score 8.53 | Votos PL/Nikolas: 14,011 → score 8.17 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BARROSO,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,Barbacena
CORAÇÃO DE JESUS,111.0,CORAÇÃO DE JESUS,15586,865.023,8.4,8.42,10.0,8.81,A,"Dentistas: 111 → score 8.4 | Votos PL/Nikolas: 15,586 → score 8.42 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CORAÇÃO DE JESUS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
MONTE AZUL,125.0,MONTE AZUL,13807,862.9375,8.56,8.11,10.0,8.76,A,"Dentistas: 125 → score 8.56 | Votos PL/Nikolas: 13,807 → score 8.11 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MONTE AZUL,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Janaúba
PARAGUAÇU,127.0,PARAGUAÇU,13171,836.3584999999999,8.6,8.03,10.0,8.75,A,"Dentistas: 127 → score 8.6 | Votos PL/Nikolas: 13,171 → score 8.03 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PARAGUAÇU,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Alfenas
SÃO JOÃO NEPOMUCENO,104.0,SÃO JOÃO NEPOMUCENO,16052,834.704,8.3,8.48,10.0,8.79,A,"Dentistas: 104 → score 8.3 | Votos PL/Nikolas: 16,052 → score 8.48 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO JOÃO NEPOMUCENO,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
IPANEMA,146.0,IPANEMA,11407,832.711,8.78,7.68,10.0,8.7,A,"Dentistas: 146 → score 8.78 | Votos PL/Nikolas: 11,407 → score 7.68 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",IPANEMA,Vale do Rio Doce,Juíz de Fora,Juiz de Fora,Vale do Rio Doce,Aimorés
SÃO GONÇALO DO SAPUCAÍ,113.0,SÃO GONÇALO DO SAPUCAÍ,14504,819.476,8.44,8.27,10.0,8.77,A,"Dentistas: 113 → score 8.44 | Votos PL/Nikolas: 14,504 → score 8.27 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO GONÇALO DO SAPUCAÍ,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
ESPINOSA,88.0,ESPINOSA,18186,800.184,8.0,8.66,10.0,8.73,A,"Dentistas: 88 → score 8.0 | Votos PL/Nikolas: 18,186 → score 8.66 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ESPINOSA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Janaúba
BURITIZEIRO,110.0,BURITIZEIRO,14313,787.215,8.37,8.23,10.0,8.73,A,"Dentistas: 110 → score 8.37 | Votos PL/Nikolas: 14,313 → score 8.23 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BURITIZEIRO,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Pirapora
ESPERA FELIZ,113.0,ESPERA FELIZ,13894,785.011,8.44,8.14,10.0,8.72,A,"Dentistas: 113 → score 8.44 | Votos PL/Nikolas: 13,894 → score 8.14 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ESPERA FELIZ,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
RIO PARDO DE MINAS,99.0,RIO PARDO DE MINAS,15705,777.3975,8.2,8.44,10.0,8.73,A,"Dentistas: 99 → score 8.2 | Votos PL/Nikolas: 15,705 → score 8.44 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",RIO PARDO DE MINAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
ELÓI MENDES,95.0,ELÓI MENDES,16008,760.38,8.15,8.47,10.0,8.72,A,"Dentistas: 95 → score 8.15 | Votos PL/Nikolas: 16,008 → score 8.47 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ELÓI MENDES,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
TUPACIGUARA,97.0,TUPACIGUARA,15480,750.78,8.17,8.41,10.0,8.71,A,"Dentistas: 97 → score 8.17 | Votos PL/Nikolas: 15,480 → score 8.41 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",TUPACIGUARA,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Uberlândia
MINAS NOVAS,107.0,MINAS NOVAS,13909,744.1315000000001,8.35,8.15,10.0,8.69,A,"Dentistas: 107 → score 8.35 | Votos PL/Nikolas: 13,909 → score 8.15 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MINAS NOVAS,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Capelinha
MANHUMIRIM,114.0,MANHUMIRIM,12908,735.756,8.46,8.0,10.0,8.68,A,"Dentistas: 114 → score 8.46 | Votos PL/Nikolas: 12,908 → score 8.0 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MANHUMIRIM,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Manhuaçu
MUZAMBINHO,105.0,MUZAMBINHO,13960,732.9000000000001,8.32,8.16,10.0,8.68,A,"Dentistas: 105 → score 8.32 | Votos PL/Nikolas: 13,960 → score 8.16 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MUZAMBINHO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
BAMBUÍ,101.0,BAMBUÍ,14478,731.139,8.25,8.25,10.0,8.69,A,"Dentistas: 101 → score 8.25 | Votos PL/Nikolas: 14,478 → score 8.25 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BAMBUÍ,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Piuí
ALPINÓPOLIS,118.0,ALPINÓPOLIS,12392,731.1279999999999,8.51,7.91,10.0,8.67,A,"Dentistas: 118 → score 8.51 | Votos PL/Nikolas: 12,392 → score 7.91 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ALPINÓPOLIS,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
SÃO JOSÉ DA LAPA,90.0,SÃO JOSÉ DA LAPA,16206,729.27,8.07,8.51,10.0,8.71,A,"Dentistas: 90 → score 8.07 | Votos PL/Nikolas: 16,206 → score 8.51 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO JOSÉ DA LAPA,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
CAXAMBU,111.0,CAXAMBU,13075,725.6624999999999,8.4,8.02,10.0,8.67,A,"Dentistas: 111 → score 8.4 | Votos PL/Nikolas: 13,075 → score 8.02 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CAXAMBU,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,São Lourenço
ITAPECERICA,100.0,ITAPECERICA,14513,725.65,8.22,8.28,10.0,8.69,A,"Dentistas: 100 → score 8.22 | Votos PL/Nikolas: 14,513 → score 8.28 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ITAPECERICA,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Formiga
NEPOMUCENO,90.0,NEPOMUCENO,15962,718.29,8.07,8.46,10.0,8.69,A,"Dentistas: 90 → score 8.07 | Votos PL/Nikolas: 15,962 → score 8.46 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",NEPOMUCENO,Campo das Vertentes,Varginha,Alfenas,Campo das Vertentes,Lavras
RAUL SOARES,104.0,RAUL SOARES,13799,717.548,8.3,8.1,10.0,8.65,A,"Dentistas: 104 → score 8.3 | Votos PL/Nikolas: 13,799 → score 8.1 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",RAUL SOARES,Zona da Mata,Ipatinga,Ipatinga,Zona da Mata,Ponte Nova
BAEPENDI,117.0,BAEPENDI,12195,713.4075,8.5,7.84,10.0,8.64,A,"Dentistas: 117 → score 8.5 | Votos PL/Nikolas: 12,195 → score 7.84 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BAEPENDI,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,São Lourenço
TURMALINA,116.0,TURMALINA,12223,708.9340000000001,8.47,7.87,10.0,8.64,A,"Dentistas: 116 → score 8.47 | Votos PL/Nikolas: 12,223 → score 7.87 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",TURMALINA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Capelinha
SÃO JOÃO DA PONTE,91.0,SÃO JOÃO DA PONTE,15117,687.8235000000001,8.1,8.36,10.0,8.67,A,"Dentistas: 91 → score 8.1 | Votos PL/Nikolas: 15,117 → score 8.36 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SÃO JOÃO DA PONTE,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
